1 , 510.601
2 , 507.77
3 , 507.627
4 , 507.798
5 , 507.675
6 , 508.138
7 , 507.932
8 , 507.878
9 , 507.73
10 , 507.631
11 , 507.829
12 , 507.96
13 , 508.219
14 , 507.733
15 , 507.453
16 , 507.846
17 , 507.782
18 , 507.793
19 , 507.702
20 , 507.534
21 , 507.532
22 , 508.001
23 , 507.864
24 , 507.677
25 , 508.043
26 , 358.54
27 , 364.9
28 , 363.462
29 , 363.988
30 , 364.812
31 , 365.298
32 , 365.775
33 , 364.768
34 , 364.218
35 , 364.932
36 , 367.559
37 , 368.928
38 , 367.129
39 , 368.449
40 , 369.272
41 , 368.158
42 , 368.273
43 , 366.225
44 , 365.603
45 , 365.237
46 , 365.956
47 , 365.09
48 , 365.622
49 , 366.715
50 , 366.236
51 , 698.905
52 , 702.221
53 , 701.73
54 , 702.098
55 , 701.768
56 , 702.133
57 , 702.863
58 , 701.618
59 , 702.196
60 , 701.835
61 , 702.023
62 , 701.844
63 , 702.811
64 , 702.244
65 , 701.74
66 , 701.966
67 , 701.986
68 , 701.99
69 , 701.67
70 , 701.747
71 , 701.847
72 , 701.795
73 , 702.462
74 , 701.711
75 , 702.706
76 , 361.628
77 , 364.971
78 , 364.198
79 , 364.173
80 , 366.682
81 , 365.304
82 , 364.185
83 , 365.404
84 , 364.95
85 , 364.815
86 , 365.508
87 , 365.351
88 , 365.251
89 , 365.442
90 , 364.691
91 , 364.448
92 , 365.654
93 , 365.501
94 , 365.821
95 , 364.777
96 , 365.802
97 , 366.159
98 , 365.586
99 , 366.924
100 , 366.215
101 , 1067.73
102 , 1068.72
103 , 1066.99
104 , 1069.03
105 , 1068.88
106 , 1069.13
107 , 1069.17
108 , 1069.52
109 , 1068.79
110 , 1069.09
111 , 1068.67
112 , 1068.86
113 , 1068.71
114 , 1068.87
115 , 1068.57
116 , 1068.77
117 , 1067.08
118 , 1069.48
119 , 1068.75
120 , 1068.82
121 , 1069.12
122 , 1068.48
123 , 1068.92
124 , 1068.85
125 , 1068.9
126 , 361.183
127 , 363.292
128 , 365.403
129 , 363.921
130 , 365.247
131 , 364.546
132 , 364.196
133 , 368.001
134 , 365.697
135 , 364.977
136 , 365.015
137 , 365.239
138 , 365.07
139 , 365.018
140 , 365.57
141 , 365.802
142 , 365.263
143 , 365.448
144 , 365.089
145 , 365.458
146 , 365.783
147 , 365.724
148 , 365.866
149 , 365.448
150 , 366.019
151 , 1260.91
152 , 1261.43
153 , 1261.89
154 , 1262.2
155 , 1262.25
156 , 1262.31
157 , 1261.83
158 , 1262.11
159 , 1262.35
160 , 1262
161 , 1262.08
162 , 1261.96
163 , 1261.75
164 , 1261.57
165 , 1262
166 , 1262.45
167 , 1262.4
168 , 1261.49
169 , 1262.21
170 , 1262.06
171 , 1261.96
172 , 1261.98
173 , 1262.49
174 , 1261.79
175 , 1261.72
176 , 361.004
177 , 362.999
178 , 363.833
179 , 363.61
180 , 364.325
181 , 364.71
182 , 364.548
183 , 364.316
184 , 366.774
185 , 366.544
186 , 367.283
187 , 366.994
188 , 366.986
189 , 366.73
190 , 366.489
191 , 366.694
192 , 367.011
193 , 366.983
194 , 366.56
195 , 366.533
196 , 366.708
197 , 367.329
198 , 367.836
199 , 367.528
200 , 367.912
201 , 1266.29
202 , 1273.24
203 , 1274.1
204 , 1273.52
205 , 1272.53
206 , 1273.53
207 , 1272.78
208 , 1273.03
209 , 1272.53
210 , 1274.83
211 , 1273.34
212 , 1273.45
213 , 1272.08
214 , 1271.96
215 , 1272.21
216 , 1271.47
217 , 1271.1
218 , 1271.44
219 , 1271.77
220 , 1271.03
221 , 1270.92
222 , 1271.19
223 , 1271.6
224 , 1271.26
225 , 1270.57
226 , 362.463
227 , 365.022
228 , 364.894
229 , 365.566
230 , 365.852
231 , 366.216
232 , 366.676
233 , 365.245
234 , 364.707
235 , 365.301
236 , 365.018
237 , 364.679
238 , 365.45
239 , 364.886
240 , 364.362
241 , 364.915
242 , 364.559
243 , 365.594
244 , 364.753
245 , 364.738
246 , 365.479
247 , 365.293
248 , 365.586
249 , 364.589
250 , 365.418
251 , 1453.88
252 , 1456.61
253 , 1454.66
254 , 1456.83
255 , 1456.48
256 , 1456.56
257 , 1455.48
258 , 1456.52
259 , 1456.6
260 , 1454.45
261 , 1456.92
262 , 1456.55
263 , 1456.75
264 , 1457.03
265 , 1457
266 , 1457.05
267 , 1455.17
268 , 1457.02
269 , 1457.21
270 , 1457.64
271 , 1457.92
272 , 1457.5
273 , 1457.35
274 , 1455.76
275 , 1457.61
276 , 360.128
277 , 362.456
278 , 363.611
279 , 362.238
280 , 363.763
281 , 364.223
282 , 363.528
283 , 363.914
284 , 363.693
285 , 364.328
286 , 364.882
287 , 363.354
288 , 363.488
289 , 362.817
290 , 363.751
291 , 364.018
292 , 363.367
293 , 363.457
294 , 363.193
295 , 363.77
296 , 364.53
297 , 364.203
298 , 365.046
299 , 364.707
300 , 364.502
